Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year
Honda Brio E MT,Chennai,2015,16000,First,19.4,1198.0,86.8,5.0,11.0,4.35,0,0,1,0,1,8,2.425
Honda Amaze S i-Dtech,Kolkata,2013,46992,First,25.8,1498.0,98.6,5.0,11.0,3.75,1,0,0,0,1,10,2.58
BMW 5 Series 2003-2012 520d,Pune,2010,170000,Third,18.48,1995.0,107.3521513067391,5.0,11.0,12.0,1,0,0,1,0,13,1.4215384615384616
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,First,12.07,2967.0,241.4,7.0,11.0,32.0,1,0,0,1,0,9,1.3411111111111111
Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Second,24.0,1120.0,107.3521513067391,5.0,11.0,4.0,1,0,0,0,1,8,3.0
Nissan Micra Diesel XV,Kolkata,2011,39010,First,23.08,1461.0,63.1,5.0,11.0,2.6,1,0,0,0,1,12,1.9233333333333331
Hyundai Grand i10 Sportz,Jaipur,2016,26946,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.45,0,0,1,0,1,7,2.6999999999999997
Hyundai EON Era,Pune,2015,28700,First,21.1,814.0,55.2,5.0,11.0,2.6,0,0,1,0,1,8,2.6375
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,First,11.74,1796.0,107.3521513067391,5.0,11.0,16.0,0,0,1,1,0,12,0.9783333333333334
Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,First,12.7,2179.0,187.7,5.0,11.0,32.5,1,0,0,1,0,9,1.411111111111111
Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,First,11.18,2696.0,107.3521513067391,7.0,11.0,13.85,1,0,0,1,0,7,1.5971428571428572
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,First,20.73,1373.0,91.1,5.0,11.0,8.76,0,0,1,0,1,5,4.146
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,First,11.8,3498.0,107.3521513067391,7.0,11.0,23.68,0,0,1,1,0,9,1.3111111111111111
Maruti Dzire AMT VXI,Chennai,2017,42000,First,22.0,1197.0,81.8,5.0,8.0,5.5,0,0,1,1,0,6,3.6666666666666665
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Second,11.49,4367.0,335.3,5.0,11.0,65.81,1,0,0,1,0,10,1.149
Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,First,19.01,1461.0,108.45,5.0,11.0,4.99,1,0,0,0,1,10,1.9010000000000002
Hyundai Verna 1.6 SX,Chennai,2013,85350,Second,22.32,1582.0,126.32,5.0,11.0,5.7,1,0,0,0,1,10,2.232
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,14.28,1798.0,138.03,5.0,25.0,11.99,0,0,1,1,0,7,2.04
BMW 3 Series Sport,Mumbai,2016,19000,Second,21.76,1995.0,107.3521513067391,5.0,57.0,29.99,1,0,0,1,0,7,3.108571428571429
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,First,18.88,1499.0,110.4,5.0,11.0,9.5,0,0,1,0,1,5,3.776
Maruti Swift VDI BSIV,Hyderabad,2014,108000,First,25.2,1248.0,107.3521513067391,5.0,11.0,5.5,1,0,0,0,1,9,2.8
Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,First,11.72,2199.0,194.3,7.0,11.0,23.0,1,0,0,1,0,7,1.6742857142857144
Tata Indica V2 DLS,Hyderabad,2013,62188,First,17.2,1396.0,53.5,5.0,11.0,2.95,1,0,0,0,1,10,1.72
Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,First,24.0,1120.0,107.3521513067391,5.0,11.0,4.9,1,0,0,0,1,8,3.0
Maruti Wagon R VXI AMT,Delhi,2016,30000,First,22.5,998.0,107.3521513067391,5.0,5.0,4.25,0,0,1,1,0,7,3.2142857142857144
Mahindra XUV500 W10 2WD,Kochi,2018,29907,First,16.0,2179.0,107.3521513067391,7.0,11.0,16.36,1,0,0,0,1,5,3.2
Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,11.0,9.95,1,0,0,1,0,14,1.1821428571428572
Volkswagen Vento Diesel Highline,Bangalore,2012,65000,First,20.54,1598.0,103.6,5.0,11.0,5.5,1,0,0,0,1,11,1.8672727272727272
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,First,24.3,1248.0,88.5,5.0,11.0,8.25,1,0,0,0,1,7,3.4714285714285715
Maruti Zen LX,Chennai,2002,99024,First,17.3,993.0,107.3521513067391,5.0,11.0,0.95,0,0,1,0,1,21,0.8238095238095239
Hyundai i10 Era,Kochi,2016,34952,First,19.81,1086.0,68.05,5.0,11.0,4.01,0,0,1,0,1,7,2.8299999999999996
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,First,17.5,1199.0,88.7,5.0,9.0,8.2,0,0,1,0,1,4,4.375
Honda City i DTEC VX,Chennai,2014,71000,Second,25.1,1498.0,98.6,5.0,11.0,6.2,1,0,0,0,1,9,2.788888888888889
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,First,11.5,2982.0,107.3521513067391,7.0,11.0,16.75,1,0,0,1,0,11,1.0454545454545454
Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,First,16.0,2179.0,107.3521513067391,7.0,11.0,16.5,1,0,0,1,0,6,2.6666666666666665
Ford Figo Diesel ZXI,Kolkata,2012,110438,First,20.0,1399.0,68.05,5.0,11.0,3.5,1,0,0,0,1,11,1.8181818181818181
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Second,19.0,1199.0,88.7,5.0,11.0,5.43,0,0,1,1,0,6,3.1666666666666665
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,First,10.91,3198.0,107.3521513067391,7.0,11.0,30.35,1,0,0,1,0,6,1.8183333333333334
Nissan Sunny XL CVT,Hyderabad,2014,32000,First,17.97,1498.0,99.6,5.0,11.0,7.99,0,0,1,1,0,9,1.9966666666666666
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,First,18.7,1896.0,107.3521513067391,5.0,11.0,3.59,1,0,0,0,1,12,1.5583333333333333
Chevrolet Beat Diesel LT,Chennai,2012,82697,First,25.44,936.0,57.6,5.0,11.0,1.9,1,0,0,0,1,11,2.312727272727273
Toyota Camry W2 (AT),Chennai,2009,135000,First,12.1,2362.0,164.7,5.0,11.0,4.7,0,0,1,1,0,14,0.8642857142857142
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,First,19.01,1461.0,108.45,5.0,11.0,7.25,1,0,0,0,1,11,1.7281818181818183
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,First,17.9,2143.0,107.3521513067391,5.0,38.0,24.46,1,0,0,1,0,7,2.557142857142857
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Second,17.57,1193.0,88.7,5.0,7.0,3.9,0,0,1,0,1,9,1.9522222222222223
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,First,18.5,1197.0,107.3521513067391,5.0,11.0,5.15,0,0,1,0,1,10,1.85
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,First,21.5,1197.0,81.8,5.0,6.0,3.65,0,0,1,1,0,8,2.6875
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,First,25.4,1186.0,73.97,5.0,8.0,5.0,1,0,0,0,1,7,3.6285714285714286
Honda City 1.5 S MT,Kolkata,2009,42000,First,17.0,1497.0,107.3521513067391,5.0,11.0,2.3,0,0,1,0,1,14,1.2142857142857142
Hyundai Accent GLE,Pune,2001,130000,Second,13.2,1495.0,107.3521513067391,5.0,11.0,0.75,0,0,1,0,1,22,0.6
Hyundai Verna Xi (Petrol),Kochi,2009,137148,Second,13.9,1599.0,103.2,5.0,11.0,1.85,0,0,1,0,1,14,0.9928571428571429
Ford Figo Petrol ZXI,Kolkata,2010,114703,First,15.6,1196.0,107.3521513067391,5.0,11.0,1.8,0,0,1,0,1,13,1.2
Honda Amaze S i-Dtech,Kochi,2014,97439,First,25.8,1498.0,98.6,5.0,11.0,4.41,1,0,0,0,1,9,2.8666666666666667
Maruti Wagon R LX BSII,Chennai,2006,40000,First,18.9,998.0,67.1,5.0,11.0,2.0,0,0,1,0,1,17,1.1117647058823528
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,First,13.0,2987.0,107.3521513067391,5.0,11.0,31.75,1,0,0,1,0,9,1.4444444444444444
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,First,17.68,1968.0,174.33,5.0,11.0,32.0,1,0,0,1,0,8,2.21
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,First,13.5,2987.0,107.3521513067391,5.0,11.0,21.0,1,0,0,1,0,13,1.0384615384615385
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,First,19.3,1248.0,73.9,5.0,11.0,2.75,1,0,0,0,1,13,1.4846153846153847
Toyota Corolla H2,Coimbatore,2005,79012,First,13.4,1794.0,107.3521513067391,5.0,11.0,2.64,0,0,1,0,1,18,0.7444444444444445
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,First,15.4,2179.0,107.3521513067391,7.0,11.0,14.19,1,0,0,0,1,5,3.08
Maruti Wagon R VXI,Jaipur,2017,35362,First,22.5,998.0,67.04,5.0,5.0,3.85,0,0,1,0,1,6,3.75
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,First,13.0,2982.0,168.5,7.0,11.0,15.5,1,0,0,0,1,9,1.4444444444444444
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,First,18.2,1061.0,107.3521513067391,5.0,11.0,1.9,0,0,1,0,1,13,1.4
Tata Nano CX,Kochi,2014,59508,First,25.4,624.0,37.48,4.0,11.0,1.26,0,0,1,0,1,9,2.822222222222222
Hyundai i20 Magna,Chennai,2009,69000,Second,18.5,1197.0,107.3521513067391,5.0,11.0,2.4,0,0,1,0,1,14,1.3214285714285714
BMW 3 Series 320d,Bangalore,2010,58000,First,22.69,1995.0,107.3521513067391,5.0,48.0,11.5,1,0,0,1,0,13,1.7453846153846155
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,First,16.0,2179.0,107.3521513067391,7.0,11.0,8.25,1,0,0,0,1,9,1.7777777777777777
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,First,15.8,1598.0,107.3521513067391,5.0,11.0,2.75,0,0,1,0,1,12,1.3166666666666667
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Second,17.5,1198.0,107.3521513067391,5.0,11.0,1.4,0,0,1,0,1,14,1.25
Tata Nano Twist XT,Coimbatore,2015,30676,First,25.4,624.0,37.5,4.0,11.0,2.9,0,0,1,0,1,8,3.175
Ford Figo Diesel EXI,Chennai,2011,76000,First,20.0,1399.0,107.3521513067391,5.0,11.0,2.4,1,0,0,0,1,12,1.6666666666666667
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,First,14.8,1598.0,107.3521513067391,5.0,11.0,4.75,0,0,1,1,0,10,1.48
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,First,12.7,2179.0,187.7,5.0,11.0,44.76,1,0,0,1,0,5,2.54
Honda City i DTEC SV,Kochi,2015,64465,First,26.0,1498.0,98.6,5.0,11.0,6.22,1,0,0,0,1,8,3.25
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,First,22.5,999.0,107.3521513067391,5.0,5.0,4.5,0,0,1,1,0,5,4.5
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.25,0,0,1,0,1,8,2.3625
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,First,18.1,1991.0,147.9,4.0,11.0,5.5,1,0,0,1,0,12,1.5083333333333335
Hyundai i20 1.4 Asta,Mumbai,2017,27000,First,22.54,1396.0,88.73,5.0,11.0,6.95,1,0,0,0,1,6,3.7566666666666664
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,First,24.07,998.0,67.1,5.0,11.0,4.56,0,0,1,1,0,5,4.814
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,First,20.5,1582.0,126.2,5.0,19.0,13.82,1,0,0,0,1,7,2.9285714285714284
Honda Amaze VX i-Vtech,Mumbai,2016,17362,First,18.0,1198.0,86.7,5.0,11.0,5.65,0,0,1,0,1,7,2.5714285714285716
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,First,21.19,1396.0,88.73,5.0,11.0,6.2,1,0,0,0,1,7,3.027142857142857
Maruti Celerio VXI,Delhi,2014,48000,First,23.1,998.0,67.04,5.0,11.0,3.25,0,0,1,0,1,9,2.566666666666667
Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,11.0,8.5,1,0,0,1,0,14,1.1821428571428572
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,First,24.8,1396.0,88.7,5.0,11.0,7.25,1,0,0,0,1,7,3.542857142857143
Renault Fluence Diesel E4,Pune,2013,57000,First,21.8,1461.0,107.3521513067391,5.0,11.0,4.61,1,0,0,0,1,10,2.18
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,First,16.2,1199.0,107.3521513067391,5.0,11.0,5.3,0,0,1,0,1,7,2.314285714285714
Tata Indigo LX,Ahmedabad,2012,50123,First,17.0,1405.0,107.3521513067391,5.0,11.0,1.9,1,0,0,0,1,11,1.5454545454545454
Hyundai i10 Sportz,Kochi,2012,57184,First,20.36,1197.0,78.9,5.0,11.0,3.09,0,0,1,0,1,11,1.8509090909090908
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Second,16.46,2993.0,107.3521513067391,5.0,11.0,9.5,1,0,0,1,0,16,1.02875
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,First,17.01,1582.0,126.2,5.0,11.0,12.65,1,0,0,1,0,8,2.12625
Hyundai Grand i10 Magna,Delhi,2016,22129,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.25,0,0,1,0,1,7,2.6999999999999997
Maruti Ritz VDi,Hyderabad,2011,127887,First,21.1,1248.0,73.9,5.0,11.0,2.95,1,0,0,0,1,12,1.7583333333333335
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,First,10.5,2179.0,107.3521513067391,8.0,11.0,3.45,1,0,0,0,1,17,0.6176470588235294
Hyundai i10 Era,Hyderabad,2011,60634,First,19.81,1086.0,68.05,5.0,11.0,3.3,0,0,1,0,1,12,1.6508333333333332
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,First,14.0,2179.0,138.1,7.0,11.0,8.0,1,0,0,0,1,9,1.5555555555555556
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,First,13.5,1799.0,107.3521513067391,5.0,11.0,2.71,0,0,1,0,1,14,0.9642857142857143
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,First,18.2,998.0,67.1,5.0,11.0,2.7,0,0,1,0,1,11,1.6545454545454545
Maruti Swift Dzire VDI,Mumbai,2012,80753,Second,23.4,1248.0,107.3521513067391,5.0,11.0,4.5,1,0,0,0,1,11,2.127272727272727
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Second,13.0,2982.0,168.5,7.0,11.0,18.75,1,0,0,0,1,8,1.625
Maruti Swift VDI,Pune,2014,103000,Second,28.4,1248.0,107.3521513067391,5.0,11.0,5.25,1,0,0,0,1,9,3.1555555555555554
Maruti Dzire LDI,Pune,2017,48000,First,28.4,1248.0,73.75,5.0,7.0,6.0,1,0,0,0,1,6,4.733333333333333
Hyundai Grand i10 Asta,Kolkata,2014,41000,First,18.9,1197.0,107.3521513067391,5.0,11.0,3.14,0,0,1,0,1,9,2.0999999999999996
Renault KWID RXL,Jaipur,2016,26000,First,25.17,799.0,53.3,5.0,3.0,2.55,0,0,1,0,1,7,3.595714285714286
Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Second,15.64,1193.0,64.08,5.0,11.0,2.3,0,0,1,0,1,11,1.4218181818181819
Ford Figo Diesel Titanium,Hyderabad,2014,74624,First,20.0,1399.0,68.05,5.0,11.0,5.65,1,0,0,0,1,9,2.2222222222222223
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,First,15.15,2967.0,107.3521513067391,5.0,11.0,48.22,1,0,0,1,0,8,1.89375
Maruti Alto K10 VXI,Jaipur,2016,35000,First,24.07,998.0,67.1,5.0,4.0,3.0,0,0,1,0,1,7,3.4385714285714286
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,First,20.34,1498.0,103.2,5.0,11.0,7.5,1,0,0,0,1,8,2.5425
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,First,10.5,2179.0,107.3521513067391,8.0,11.0,2.6,1,0,0,0,1,18,0.5833333333333334
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,First,18.56,1995.0,107.3521513067391,5.0,70.0,61.25,1,0,0,1,0,5,3.7119999999999997
Honda City 1.5 V MT,Chennai,2009,122000,Second,17.0,1497.0,107.3521513067391,5.0,11.0,3.5,0,0,1,0,1,14,1.2142857142857142
Mini Cooper 3 DOOR S,Kochi,2016,21110,First,17.44,1998.0,189.08,4.0,39.0,28.95,0,0,1,1,0,7,2.4914285714285715
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,First,13.5,2477.0,175.56,6.0,11.0,15.0,1,0,0,1,0,8,1.6875
Maruti Swift Dzire VDi,Jaipur,2012,72000,First,19.3,1248.0,73.9,5.0,11.0,4.25,1,0,0,0,1,11,1.7545454545454546
Bentley Continental Flying Spur,Hyderabad,2006,48000,First,8.6,5998.0,107.3521513067391,4.0,11.0,59.0,0,0,1,1,0,17,0.5058823529411764
Maruti Ertiga VDI,Pune,2013,43486,First,20.77,1248.0,88.76,7.0,11.0,6.6,1,0,0,0,1,10,2.077
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Second,12.8,2494.0,107.3521513067391,7.0,11.0,5.2,1,0,0,0,1,16,0.8
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,First,11.7,1796.0,107.3521513067391,5.0,11.0,10.0,0,0,1,0,1,13,0.8999999999999999
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,First,14.84,2143.0,167.62,5.0,11.0,35.0,1,0,0,1,0,7,2.12
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,First,22.7,1498.0,89.84,5.0,11.0,8.75,1,0,0,0,1,6,3.783333333333333
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,First,17.71,1197.0,78.9,5.0,6.0,4.57,0,0,1,0,1,8,2.21375
Hyundai i10 Magna 1.2,Delhi,2012,62000,First,20.36,1197.0,78.9,5.0,11.0,2.5,0,0,1,0,1,11,1.8509090909090908
Land Rover Freelander 2 SE,Kochi,2014,59885,First,12.39,2179.0,147.51,5.0,11.0,20.11,1,0,0,1,0,9,1.3766666666666667
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,First,12.8,2494.0,107.3521513067391,8.0,11.0,7.8,1,0,0,0,1,12,1.0666666666666667
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,First,18.5,1197.0,107.3521513067391,5.0,11.0,3.61,0,0,1,0,1,12,1.5416666666666667
Nissan Micra XV CVT,Mumbai,2015,34895,First,19.15,1198.0,75.94,5.0,9.0,4.6,0,0,1,1,0,8,2.39375
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,First,15.87,2993.0,308.43,5.0,11.0,85.0,1,0,0,1,0,8,1.98375
Honda City 1.5 V AT,Kolkata,2015,45000,First,16.8,1497.0,107.3521513067391,5.0,11.0,5.25,0,0,1,1,0,8,2.1
Honda Amaze E i-Dtech,Delhi,2013,45000,Second,25.8,1498.0,98.6,5.0,11.0,3.3,1,0,0,0,1,10,2.58
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Second,11.5,2982.0,107.3521513067391,7.0,11.0,17.75,1,0,0,0,1,10,1.15
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,First,12.97,2179.0,187.7,5.0,11.0,35.0,1,0,0,1,0,7,1.852857142857143
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,First,19.67,1582.0,126.2,5.0,11.0,13.39,1,0,0,0,1,7,2.81
Chevrolet Beat Diesel LT,Chennai,2012,81000,First,25.44,936.0,56.3,5.0,11.0,2.5,1,0,0,0,1,11,2.312727272727273
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,First,11.36,2755.0,171.5,7.0,20.0,18.36,1,0,0,1,0,6,1.8933333333333333
Maruti Swift Dzire VDI,Jaipur,2015,68310,First,23.4,1248.0,107.3521513067391,5.0,11.0,5.95,1,0,0,0,1,8,2.925
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Second,19.67,1582.0,126.2,5.0,11.0,11.0,1,0,0,0,1,8,2.45875
Land Rover Range Rover Sport SE,Delhi,2014,47000,Second,12.65,2993.0,107.3521513067391,5.0,1.0,64.75,1,0,0,1,0,9,1.4055555555555557
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,First,25.8,1498.0,98.6,5.0,11.0,6.3,1,0,0,0,1,6,4.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,First,15.29,1591.0,121.3,5.0,11.0,11.94,0,0,1,0,1,6,2.5483333333333333
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,First,18.19,1197.0,103.5,5.0,11.0,5.95,0,0,1,1,0,9,2.0211111111111113
Honda City i DTec VX,Ahmedabad,2017,37000,First,26.0,1498.0,98.6,5.0,11.0,11.0,1,0,0,0,1,6,4.333333333333333
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,First,15.29,1591.0,121.3,5.0,11.0,12.53,0,0,1,0,1,6,2.5483333333333333
Ford Figo Diesel Titanium,Bangalore,2012,32510,Second,20.0,1399.0,107.3521513067391,5.0,11.0,3.75,1,0,0,0,1,11,1.8181818181818181
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,First,14.69,2993.0,107.3521513067391,5.0,11.0,27.0,1,0,0,1,0,9,1.6322222222222222
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,First,10.5,2835.0,107.2,6.0,11.0,9.95,1,0,0,0,1,11,0.9545454545454546
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,First,19.87,1461.0,83.8,5.0,11.0,4.2,1,0,0,0,1,10,1.987
Maruti Ritz VXI,Delhi,2010,75319,Second,21.1,1197.0,85.8,5.0,11.0,2.0,0,0,1,0,1,13,1.623076923076923
Hyundai Grand i10 Sportz,Kolkata,2013,28000,First,18.9,1197.0,107.3521513067391,5.0,11.0,3.25,0,0,1,0,1,10,1.89
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,First,17.9,2143.0,107.3521513067391,5.0,11.0,34.0,1,0,0,1,0,6,2.983333333333333
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,First,22.48,1995.0,107.3521513067391,5.0,71.0,30.37,1,0,0,1,0,7,3.2114285714285713
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,First,13.0,1591.0,121.3,5.0,11.0,12.6,0,0,1,1,0,5,2.6
Renault KWID RXT Optional,Kochi,2019,6568,First,25.17,799.0,53.3,5.0,4.0,5.09,0,0,1,0,1,4,6.2925
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,First,14.94,2967.0,241.4,5.0,11.0,24.5,1,0,0,1,0,9,1.66
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Second,28.09,1248.0,88.5,5.0,11.0,7.97,1,0,0,0,1,5,5.618
Honda Jazz S,Delhi,2011,69768,First,16.0,1198.0,107.3521513067391,5.0,11.0,2.9,0,0,1,0,1,12,1.3333333333333333
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,First,22.69,1995.0,107.3521513067391,5.0,54.0,21.33,1,0,0,1,0,7,3.2414285714285715
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Second,19.08,1582.0,126.32,5.0,11.0,6.5,1,0,0,1,0,11,1.7345454545454544
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,First,21.38,1396.0,88.7,5.0,11.0,12.15,1,0,0,0,1,7,3.0542857142857143
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,First,15.04,1598.0,103.2,5.0,11.0,4.25,0,0,1,0,1,9,1.671111111111111
BMW 3 Series Luxury Line,Coimbatore,2017,34232,First,21.76,1995.0,107.3521513067391,5.0,55.0,35.84,1,0,0,1,0,6,3.626666666666667
Honda CR-V Petrol 2WD,Chennai,2004,135000,Third,14.4,1997.0,107.3521513067391,5.0,33.0,3.0,0,0,1,1,0,19,0.7578947368421053
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,First,19.72,1461.0,108.45,5.0,15.0,6.75,1,0,0,0,1,11,1.7927272727272727
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Second,18.6,1197.0,81.83,5.0,11.0,5.65,0,0,1,0,1,9,2.066666666666667
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Second,16.96,1968.0,138.03,5.0,11.0,7.5,1,0,0,1,0,10,1.6960000000000002
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,First,19.67,1582.0,126.2,5.0,11.0,13.34,1,0,0,0,1,5,3.934
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,First,28.09,1248.0,88.5,5.0,11.0,7.9,1,0,0,0,1,7,4.0128571428571425
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,First,22.54,1396.0,88.73,5.0,11.0,6.98,1,0,0,0,1,8,2.8175
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,First,17.01,1591.0,121.3,5.0,11.0,5.75,0,0,1,0,1,9,1.8900000000000001
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,First,22.07,1199.0,73.9,5.0,11.0,2.65,1,0,0,0,1,11,2.0063636363636363
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,First,22.07,1199.0,73.9,5.0,11.0,2.49,1,0,0,0,1,12,1.8391666666666666
Maruti SX4 Vxi BSIII,Pune,2007,68553,Second,15.0,1586.0,104.68,5.0,11.0,1.5,0,0,1,0,1,16,0.9375
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,First,24.5,1498.0,98.6,7.0,11.0,6.5,1,0,0,0,1,7,3.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,First,19.64,1461.0,108.45,5.0,11.0,8.0,1,0,0,0,1,10,1.964
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,First,12.9,2755.0,174.5,7.0,34.0,30.85,1,0,0,1,0,4,3.225
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,First,14.7,1984.0,107.3521513067391,5.0,11.0,17.15,1,0,0,1,0,9,1.6333333333333333
Maruti Celerio VXI AT,Hyderabad,2014,24300,First,23.1,998.0,67.04,5.0,11.0,4.55,0,0,1,1,0,9,2.566666666666667
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Second,26.21,1248.0,88.5,5.0,11.0,7.4,1,0,0,0,1,8,3.27625
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,First,12.8,1968.0,167.6,5.0,11.0,25.64,1,0,0,1,0,10,1.28
